id;char;pinyin;translation;hsk_level
8381;默默无闻;mò mò wú wén;"obscure and unknown (idiom); an outsider without any reputation; a nobody; an unknown quantity";8
8382;默契;mò qì;"tacit understanding; mutual understanding; rapport; connected at a deep level with each other; (of team members) well coordinated; tight";8
8383;谋害;móu hài;"to conspire to murder; to plot against sb’s life";8
8384;谋求;móu qiú;"to seek; to strive for";8
8385;谋生;móu shēng;"to seek one’s livelihood; to work to support oneself; to earn a living";8
8386;牡丹;mǔ dan;"Mudan District of Heze City 菏澤市|菏泽市[hé zé shì], Shandong; Mutan township in Pingtung County 屏東縣|屏东县[píng dōng xiàn], Taiwan";8
8387;亩;mǔ;"classifier for fields; unit of area equal to one fifteenth of a hectare";8
8388;木板;mù bǎn;"slab; board; plank";8
8389;木材;mù cái;wood;8
8390;木匠;mù jiàng;carpenter;8
8391;木偶;mù ǒu;puppet;8
8392;目不转睛;mù bù zhuǎn jīng;"unable to take one’s eyes off (idiom); to gaze steadily; to stare";8
8393;目瞪口呆;mù dèng kǒu dāi;"dumbstruck (idiom); stupefied; stunned";8
8394;目的地;mù dì dì;destination (location);8
8395;目睹;mù dǔ;"to witness; to see at first hand; to see with one’s own eyes";8
8396;目录;mù lù;"catalog; table of contents; directory (on computer hard drive); list; contents";8
8397;目中无人;mù zhōng wú rén;"to consider everyone else beneath one (idiom); so arrogant that no-one else matters; condescending; to go about with one’s nose in the air";8
8398;沐浴露;mù yù lù;shower gel;8
8399;牧场;mù chǎng;"pasture; grazing land; ranch";8
8400;牧民;mù mín;herdsman;8
8401;募捐;mù juān;"to solicit contributions; to collect donations";8
8402;墓碑;mù bēi;"gravestone; tombstone";8
8403;墓地;mù dì;"cemetery; graveyard";8
8404;幕;mù;"curtain or screen; canopy or tent; headquarters of a general; act (of a play)";8
8405;幕后;mù hòu;behind the scenes;8
8406;穆斯林;mù sī lín;Muslim;8
8407;拿手;ná shǒu;"expert in; good at";8
8408;哪知道;nǎ zhī dào;"how would one ever know, how should one know; how could anyone guess, who could have known, unexpectedly";8
8409;呐喊;nà hǎn;"shout; rallying cry; cheering; to shout";8
8410;纳闷儿;nà mèn r;erhua variant of 納悶|纳闷[nà mèn];8
8411;纳入;nà rù;"to bring into; to channel into; to integrate into; to incorporate";8
8412;纳税;nà shuì;to pay taxes;8
8413;纳税人;nà shuì rén;taxpayer;8
8414;乃;nǎi;"to be; thus; so; therefore; then; only; thereupon";8
8415;乃至;nǎi zhì;"and even; to go so far as to";8
8416;耐;nài;"capable of enduring; able to tolerate; patient; durable; hardy; resistant";8
8417;耐人寻味;nài rén xún wèi;"thought-provoking; worth thinking over; to provide food for thought";8
8418;耐性;nài xìng;"patience; endurance";8
8419;南瓜;nán guā;pumpkin;8
8420;难处;nán chu;"trouble; difficulty; problem";8
8421;难得一见;nán dé yí jiàn;rarely seen;8
8422;难点;nán diǎn;difficulty;8
8423;难怪;nán guài;"(it’s) no wonder (that…); (it’s) not surprising (that)";8
8424;难关;nán guān;"difficulty; crisis";8
8425;难堪;nán kān;"hard to take; embarrassed";8
8426;难说;nán shuō;"be hard to say; be embarrassing to say";8
8427;难为情;nán wéi qíng;embarrassed;8
8428;难以想象;nán yǐ xiǎng xiàng;hard to imagine, unimaginable;8
8429;难以置信;nán yǐ zhì xìn;"hard to believe; incredible";8
8430;挠;náo;"to scratch; to thwart; to yield";8
8431;恼羞成怒;nǎo xiū chéng nù;"to fly into a rage out of humiliation; to be ashamed into anger (idiom)";8
8432;脑海;nǎo hǎi;"the mind; the brain";8
8433;脑筋;nǎo jīn;"brains; mind; head; way of thinking";8
8434;闹事;nào shì;"to cause trouble; to create a disturbance";8
8435;闹着玩儿;nào zhe wán r;"to play games; to joke around; to play a joke on sb";8
8436;内存;nèi cún;"internal storage; computer memory; random access memory (RAM)";8
8437;内阁;nèi gé;(government) cabinet;8
8438;内涵;nèi hán;"meaningful content; implication; connotation (semantics); inner qualities (of a person)";8
8439;内行;nèi háng;"expert; adept; experienced; an expert; a professional";8
8440;内幕;nèi mù;"inside story; non-public information; behind the scenes; internal";8
8441;内向;nèi xiàng;"reserved (personality); introverted; (economics etc) domestic-oriented";8
8442;内需;nèi xū;domestic demand;8
8443;嫩;nèn;"tender; soft; delicate; light (color); inexperienced; unskilled";8
8444;能耗;néng hào;energy consumption;8
8445;能耐;néng nài;"ability; capability";8
8446;能人;néng rén;"capable person; Homo habilis, extinct species of upright East African hominid";8
8447;能源;néng yuán;"energy; power source";8
8448;尼龙;ní lóng;nylon (loanword);8
8449;泥潭;ní tán;quagmire;8
8450;泥土;ní tǔ;"earth; soil; mud; clay";8
8451;拟;nǐ;"to plan to; to draft (a plan); to imitate; to assess; to compare; pseudo-";8
8452;拟定;nǐ dìng;"to draw up; to draft; to formulate";8
8453;逆;nì;"contrary; opposite; backwards; to go against; to oppose; to betray; to rebel";8
8454;匿名;nì míng;anonymous;8
8455;年画;nián huà;New Year (Spring Festival) picture;8
8456;年迈;nián mài;"old; aged";8
8457;年限;nián xiàn;"age limit; fixed number of years";8
8458;年薪;nián xīn;annual salary;8
8459;年夜饭;nián yè fàn;New Year’s Eve family dinner;8
8460;年终;nián zhōng;end of the year;8
8461;黏;nián;"sticky; glutinous; (Tw) to adhere; to stick on; to glue";8
8462;念念不忘;niàn niàn bú wàng;to keep in mind constantly (idiom);8
8463;念书;niàn shū;"to read; to study";8
8464;念头;niàn tou;"thought; idea; intention";8
8465;娘;niáng;"mother; young lady; (coll.) effeminate";8
8466;酿造;niàng zào;"to brew; to make (wine, vinegar, soybean paste etc) by fermentation";8
8467;鸟巢;niǎo cháo;"bird’s nest; nickname for Beijing 2008 Olympic stadium";8
8468;尿;niào;"to urinate; urine";8
8469;捏;niē;"to pinch (with one’s fingers); to knead; to make up";8
8470;拧;níng;"to pinch; wring";8
8471;凝固;níng gù;"to freeze; to solidify; to congeal; fig. with rapt attention";8
8472;凝聚;níng jù;"to condense; to coagulate; coacervation (i.e. form tiny droplets); aggregation; coherent";8
8473;拧;nǐng;"mistake; to twist";8
8474;宁可;nìng kě;"preferably; one would prefer to…(or not to…); would rather; (would) be better to; (to pick) the lesser of two evils";8
8475;宁愿;nìng yuàn;"would rather; better";8
8476;扭曲;niǔ qū;"to twist; to warp; to distort";8
8477;扭头;niǔ tóu;"to turn one’s head; to turn around";8
8478;扭转;niǔ zhuǎn;"to reverse; to turn around (an undesirable situation); (mechanics) torsion";8
8479;纽带;niǔ dài;"tie; link; bond";8
8480;纽扣;niǔ kòu;button;8
8481;农场;nóng chǎng;farm;8
8482;农历;nóng lì;"the traditional Chinese calendar; the lunar calendar";8
8483;农民工;nóng mín gōng;migrant workers;8
8484;农作物;nóng zuò wù;(farm) crops;8
8485;浓厚;nóng hòu;"dense; thick (fog, clouds etc); to have a strong interest in; deep; fully saturated (color)";8
8486;浓缩;nóng suō;"to concentrate (a liquid); concentration; espresso coffee; abbr. for 意式濃縮咖啡|意式浓缩咖啡";8
8487;浓郁;nóng yù;"rich; strong; heavy (fragrance); dense; full-bodied; intense";8
8488;浓重;nóng zhòng;"dense; thick; strong; rich (colors); heavy (aroma); deep (friendship); profound (effect)";8
8489;弄虚作假;nòng xū zuò jiǎ;"to practice fraud (idiom); by trickery";8
8490;奴隶;nú lì;slave;8
8491;女婿;nǚ xu;"daughter’s husband; son-in-law";8
8492;暖烘烘;nuǎn hōng hōng;"nice and warm; cosy; heartwarming";8
8493;虐待;nüè dài;"to mistreat; to maltreat; to abuse; mistreatment; maltreatment";8
8494;挪;nuó;"to shift; to move";8
8495;诺言;nuò yán;promise;8
8496;哦;ò;oh (interjection indicating that one has just learned sth).;8
8497;殴打;ōu dǎ;"to beat up; to come to blows; battery (law)";8
8498;呕吐;ǒu tù;to vomit;8
8499;趴;pā;"to lie on one’s stomach; to lean forward, resting one’s upper body (on a desktop etc); (Taiwan) percent";8
8500;拍板;pāi bǎn;"clapper-board; auctioneer’s hammer; to beat time with clappers";8
8501;拍卖;pāi mài;"to auction; auction sale; to sell at a reduced price";8
8502;拍戏;pāi xì;to shoot a movie;8
8503;排斥;pái chì;"to reject; to exclude; to eliminate; to remove; to repel";8
8504;排放;pái fàng;"emission; discharge; exhaust (gas etc)";8
8505;排练;pái liàn;"to rehearse; rehearsal";8
8506;徘徊;pái huái;"to dither; to hesitate; to pace back and forth; by ext. to hover around; to linger";8
8507;牌照;pái zhào;"(business) licence; vehicle licence; car registration; licence plate";8
8508;派别;pài bié;"denomination; group; school; faction; school of thought";8
8509;派遣;pài qiǎn;"to send (on a mission); to dispatch";8
8510;攀;pān;"to climb (by pulling oneself up); to implicate; to claim connections of higher status";8
8511;攀升;pān shēng;"to clamber up; (of prices etc) to rise";8
8512;盘;pán;"plate; dish; tray; board; hard drive (computing); to build; to coil; to check; to examine; to transfer (property); to make over; classifier for food: dish, helping; to coil; classifier for coils of wire; classifier for games of chess";8
8513;盘算;pán suàn;"to plot; to scheme; to calculate";8
8514;判处;pàn chǔ;"to sentence; to condemn";8
8515;判定;pàn dìng;"to judge; to decide; judgment; determination";8
8516;判决;pàn jué;"judgment (by a court of law); to pass judgment on; to sentence";8
8517;盼;pàn;"to hope for; to long for; to expect";8
8518;叛逆;pàn nì;"to rebel; to revolt; a rebel";8
8519;庞大;páng dà;"huge; enormous; tremendous";8
8520;旁观;páng guān;"spectator; non-participant";8
8521;抛;pāo;"to throw; to toss; to fling; to cast; to abandon";8
8522;抛开;pāo kāi;"to throw out; to get rid of";8
8523;抛弃;pāo qì;"to abandon; to discard; to renounce; to dump (sb)";8
8524;刨;páo;"to dig; to excavate; (coll.) to exclude; not to count; to deduct; to subtract.";8
8525;跑车;pǎo chē;"racing bicycle; sporting bicycle; sports car; logging truck; on the job (of a train conductor)";8
8526;跑道;pǎo dào;"athletic track; track; runway (i.e. airstrip)";8
8527;跑龙套;pǎo lóng tào;to play a small role;8
8528;泡沫;pào mò;"foam; (soap) bubble; (economic) bubble";8
8529;胚胎;pēi tāi;embryo;8
8530;陪伴;péi bàn;to accompany;8
8531;陪葬;péi zàng;to be buried with or next to dead person (of deceased’s partner, or of funerary objects);8
8532;赔钱;péi qián;"to lose money; to pay for damages";8
8533;佩服;pèi fú;to admire;8
8534;配件;pèi jiàn;"component; part; fitting; accessory; replacement part";8
8535;配偶;pèi ǒu;"consort; mate; spouse";8
8536;配送;pèi sòng;"distribution; delivery";8
8537;配音;pèi yīn;dubbing (filmmaking);8
8538;喷泉;pēn quán;fountain;8
8539;抨击;pēng jī;to attack (verbally or in writing);8
8540;烹调;pēng tiáo;"to cook; cooking";8
8541;蓬勃;péng bó;"vigorous; flourishing; full of vitality";8
8542;鹏程万里;péng chéng wàn lǐ;"the fabled roc flies ten thousand miles (idiom); one’s future prospects are brilliant";8
8543;膨胀;péng zhàng;"to expand; to inflate; to swell";8
8544;捧;pěng;"to clasp; to cup the hands; to hold up with both hands; to offer (esp. in cupped hands); to praise; to flatter";8
8545;捧场;pěng chǎng;"to cheer on (originally esp. as paid stooge); to root for sb; to sing sb’s praises; to flatter";8
8546;碰钉子;pèng dīng zi;to meet with a rebuff;8
8547;碰巧;pèng qiǎo;"by chance; by coincidence; to happen to";8
8548;碰上;pèng shàng;"to run into; to come upon; to meet";8
8549;碰撞;pèng zhuàng;"to collide; collision";8
8550;批发;pī fā;"wholesale; bulk trade; distribution";8
8551;批判;pī pàn;"to criticize; critique";8
8552;披露;pī lù;"to reveal; to publish; to make public; to announce";8
8553;劈;pī;"to hack; to chop; to split open; (of lightning) to strike";8
8554;皮带;pí dài;"strap; leather belt";8
8555;疲惫;pí bèi;"beaten; exhausted; tired";8
8556;疲惫不堪;pí bèi bù kān;"exhausted; fatigued to the extreme";8
8557;疲倦;pí juàn;"to tire; tired";8
8558;疲劳;pí láo;"fatigue; wearily; weariness; weary";8
8559;脾;pí;spleen;8
8560;匹配;pǐ pèi;"to mate or marry; to match; matching; compatible";8
8561;媲美;pì měi;"to match; is comparable with";8
8562;僻静;pì jìng;"lonely; secluded";8
8563;譬如;pì rú;"for example; for instance; such as";8
8564;譬如说;pì rú shuō;for example;8
8565;片子;piān zi;"film; movie; film reel; phonograph record; X-ray image";8
8566;偏差;piān chā;"bias; deviation";8
8567;偏方;piān fāng;"folk remedy; home remedy";8
8568;偏见;piān jiàn;prejudice;8
8569;偏僻;piān pì;"remote; desolate; far from the city";8
8570;偏偏;piān piān;"(indicates that sth turns out just the opposite of what one would wish) unfortunately; as it happened; (indicates that sth is the opposite of what would be normal or reasonable) stubbornly; contrarily; against reason; (indicates that sb or a group is singled out) precisely; only; of all people";8
8571;偏向;piān xiàng;"partial towards sth; to prefer; to incline; erroneous tendencies (Leftist or Revisionist deviation)";8
8572;偏远;piān yuǎn;"remote; far from civilization";8
8573;篇幅;piān fu;"length (of a piece of writing); space occupied on a printed page";8
8574;片段;piàn duàn;"fragment (of speech etc); extract (from book etc); episode (of story etc)";8
8575;骗人;piàn rén;"to cheat sb; a scam";8
8576;漂;piāo;"to float; to drift";8
8577;飘;piāo;to float;8
8578;票房;piào fáng;box office;8
8579;撇;piě;"to throw; to cast; left-slanting downward brush stroke (calligraphy)";8
8580;拼搏;pīn bó;"to struggle; to wrestle";8
8581;拼命;pīn mìng;"to do one’s utmost; with all one’s might; at all costs; (to work or fight) as if one’s life depends on it";8
8582;贫富;pín fù;poor and rich;8
8583;贫穷;pín qióng;"poor; impoverished";8
8584;频率;pín lǜ;frequency;8
8585;频频;pín pín;"repeatedly; again and again; continuously; constantly";8
8586;品尝;pǐn cháng;"to taste a small amount; to sample";8
8587;品德;pǐn dé;moral character;8
8588;品位;pǐn wèi;"rank; grade; quality; (aesthetic) taste";8
8589;品行;pǐn xíng;"behavior; moral conduct";8
8590;聘;pìn;"to engage (a teacher etc); to hire; to betroth; betrothal gift; to get married (of woman)";8
8591;聘任;pìn rèn;"to appoint (to a position); appointed";8
8592;聘用;pìn yòng;"to employ; to hire";8
8593;乒乓球;pīng pāng qiú;"table tennis; ping-pong; table tennis ball";8
8594;平常心;píng cháng xīn;"ordinary mindset; levelheadedness; calmness; equanimity; peace of mind";8
